1,1,1,sentence,intent
1,1,1,这病能断根吗,咨询疗效
1,1,1,你们医院有比较厉害的专家吗？,咨询专家
1,1,1,你们医院厉害的主任有吗？,咨询专家
1,1,1,有专业的医生吗？,咨询专家
1,1,1,你们医资力量怎么样？,咨询专家
1,1,1,你们医院会有比较专业的主任吗？,咨询专家
1,1,1,有专业的医师吗,咨询专家
1,1,1,吃什么药好的快,咨询药物
1,1,1,那我应该吃什么药,咨询药物
1,1,1,你们医院一般都开什么药,咨询药物
1,1,1,吃那些药比较好,咨询药物
1,1,1,可以帮我开点药吗,咨询药物
1,1,1,有什么特效药吗,咨询药物
1,1,1,我想通过药物治疗,咨询药物
1,1,1,你们医院用什么药,咨询药物
1,1,1,请问是专家号吗？,咨询专家
1,1,1,有妇产科的专家吗,咨询专家
1,1,1,材料有哪些,咨询材料
1,1,1,用料有哪些,咨询材料
1,1,1,你们医院采用的是什么材料,咨询材料
1,1,1,材料都有哪些呢,咨询材料
1,1,1,材料是进口的吗,咨询材料
1,1,1,用料怎么样,咨询材料
1,1,1,材质如何？,咨询材料
1,1,1,材料靠谱吗,咨询材料
1,1,1,有哪些治疗方式呢,咨询治疗方式
1,1,1,你们医院采用的治疗方式是什么？,咨询治疗方式
1,1,1,治疗方式有哪些？,咨询治疗方式
1,1,1,治疗方式？,咨询治疗方式
1,1,1,都有哪些治疗方式,咨询治疗方式
1,1,1,主要是通过什么方式治疗的,咨询治疗方式
1,1,1,目前通用的治疗方式是那种？,咨询治疗方式
1,1,1,那种治疗方式靠谱点？,咨询治疗方式
1,1,1,通过什么方式治疗的,咨询治疗方式
1,1,1,传统的治疗方式都有哪些,咨询治疗方式
1,1,1,保守的治疗方式有哪些,咨询治疗方式
1,1,1,有好的方法治么,咨询治疗方式
1,1,1,治愈的方式有哪些,咨询治疗方式
1,1,1,治好这个要怎么做,咨询治疗方式
1,1,1,这个要怎么治疗,咨询治疗方式
1,1,1,有什么好的方法,咨询治疗方式
1,1,1,治疗的方法有哪些,咨询治疗方式
1,1,1,"我想咨询""""月经不调怎么治疗""""",咨询治疗方式
1,1,1,像我这种有什么好的治疗办法吗，,咨询治疗方式
1,1,1,要做哪些检查？,咨询检查方式
1,1,1,检查要做几项？,咨询检查方式
1,1,1,都有哪些检查,咨询检查方式
1,1,1,检查什么项目呢？,咨询检查方式
1,1,1,怎么检查,咨询检查方式
1,1,1,这个要怎么查,咨询检查方式
1,1,1,只是怀疑，不知去什么科检查,咨询检查方式
1,1,1,应该挂什么科室检查,咨询检查方式
1,1,1,想去检查，不知道去检查什么，过敏原做过，没有问题,咨询检查方式
1,1,1,你好，我想问下，治疗大概要多少钱？,咨询价格
1,1,1,治疗一般要多少钱？,咨询价格
1,1,1,告知一下费用,咨询价格
1,1,1,价格是多少呢？,咨询价格
1,1,1,治疗下来需要花多少钱？,咨询价格
1,1,1,是怎么收费的？,咨询价格
1,1,1,费用怎么算的？,咨询价格
1,1,1,要多少钱呢,咨询价格
1,1,1,一般要多少钱,咨询价格
1,1,1,你就告诉一声，具体要多少钱？,咨询价格
1,1,1,大概要多少钱呀,咨询价格
1,1,1,治疗要多少钱？,咨询价格
1,1,1,要是到你们医院治疗的话估计需要多少钱？,咨询价格
1,1,1,像我这样的大概的花多少钱呢,咨询价格
1,1,1,我想问一下?具体费用,咨询价格
1,1,1,要多少钱,咨询价格
1,1,1,然后你预计我这个得花多少钱,咨询价格
1,1,1,看我这样的病大概需要多少钱,咨询价格
1,1,1,治疗大概需要多少费用了,咨询价格
1,1,1,多少钱,咨询价格
1,1,1,平常价格是多少钱啊,咨询价格
1,1,1,费用多少,咨询价格
1,1,1,得多少钱,咨询价格
1,1,1,说一下价格是多少？,咨询价格
1,1,1,麻烦讲一下费用是多少？,咨询价格
1,1,1,需要多少钱？,咨询价格
1,1,1,治疗费用怎么算的？,咨询价格
1,1,1,价格是多少？,咨询价格
1,1,1,想先了解一下价格,咨询价格
1,1,1,想问下治疗需要多少钱？,咨询价格
1,1,1,治疗的费用是多少？,咨询价格
1,1,1,和我讲一下大概费用吧,咨询价格
1,1,1,价目表,咨询价格
1,1,1,我一个朋友认识你们医院的一个人，能不能后面给优惠点,咨询优惠活动
1,1,1,军人有什么优惠吗,咨询优惠活动
1,1,1,假期有没有什么活动,咨询优惠活动
1,1,1,检查有活动吗,咨询优惠活动
1,1,1,哦 这个不能优惠吗,咨询优惠活动
1,1,1,五一有活动吗,咨询优惠活动
1,1,1,请问年底有什么活动优惠么,咨询优惠活动
1,1,1,年底了也没啥活动么,咨询优惠活动
1,1,1,医生 现在你院是不是在搞活动啊,咨询优惠活动
1,1,1,现在还有什么优惠活动价吗,咨询优惠活动
1,1,1,不能再优惠了吗,咨询优惠活动
1,1,1,检查优惠有哪几样,咨询优惠活动
1,1,1,活动是到什么时候结束啊,咨询优惠活动
1,1,1,援助优惠是什么意思呢,咨询优惠活动
1,1,1,优惠价格是多少呢,咨询优惠活动
1,1,1,没有医保也可以优惠吗,咨询优惠活动
1,1,1,直接过去有优惠吗,咨询优惠活动
1,1,1,活动什么时候结束,咨询优惠活动
1,1,1,还可以打折吗,咨询优惠活动
1,1,1,有没优惠之类的,咨询优惠活动
1,1,1,能不能优惠些？,咨询优惠活动
1,1,1,做的话有优惠吗,咨询优惠活动
1,1,1,可以优惠一下吗,咨询优惠活动
1,1,1,价格有优惠么,咨询优惠活动
1,1,1,医院最近有优惠吗,咨询优惠活动
1,1,1,有没有活动，减免之类的,咨询优惠活动
1,1,1,看有没有优惠,咨询优惠活动
1,1,1,最近有什么优惠码,咨询优惠活动
1,1,1,学生有优惠吗？,咨询优惠活动
1,1,1,凭短信能优惠么,咨询优惠活动
1,1,1,现在有没有什么活动,咨询优惠活动
1,1,1,一起做有优惠吗,咨询优惠活动
1,1,1,我想看看医院有没有优惠啥的,咨询优惠活动
1,1,1,有什么优惠啊,咨询优惠活动
1,1,1,有优惠套餐吗,咨询优惠活动
1,1,1,学生还可以打折吗？,咨询优惠活动
1,1,1,你们在搞活动？,咨询优惠活动
1,1,1,这个有什么优惠政策吗？,咨询优惠活动
1,1,1,网上是不是有啥优惠,咨询优惠活动
1,1,1,能优惠吗，我没钱,咨询优惠活动
1,1,1,是每个人都可以享受补贴优惠？,咨询优惠活动
1,1,1,我看网上预约有优惠是不是,咨询优惠活动
1,1,1,最近有没有什么折扣？,咨询优惠活动
